User ID,Best Rating,Contests Participated,Problems Solved,Average Problem Rating,Best Rank,Average Rank best 50,Average Rank ,Current Job Status,Engagement (Contests per Month),Average Submissions per Day,Acceptance Ratio,solved_800_1100,solved_1200_1400,solved_1500_1800,solved_1900_2100,solved_2100_plus,greedy,math,implementation,constructive algorithms,brute force,dp,data structures,sortings,binary search,strings,number theory,dfs and similar,graphs,two pointers,trees,bitmasks,combinatorics,shortest paths,dsu,games,hashing,divide and conquer,interactive,geometry,*special,probabilities,flows,ternary search,string suffix structures,expression parsing,Other
rajon_aust,1815,102,455,1262.637363,33,488.46,1801.72,2,0.94825731,0.363492785,0.414322251,139,109,115,29,9,116,106,217,64,83,51,39,59,37,40,27,28,28,21,12,9,11,5,10,8,10,3,1,14,0,3,0,0,5,1,5
aragog,1363,54,764,1026.308901,2366,5045.06,5375.96,1,2.686737344,1.046627205,0.507926024,537,142,63,8,2,236,302,372,111,141,43,28,80,32,71,59,10,13,20,2,15,11,4,3,14,2,1,0,19,4,3,3,3,1,1,3
Jafoor,1435,93,541,1003.512015,1663,3021.66,4204.02,1,2.026143791,0.602228191,0.584042553,352,133,28,2,0,158,203,254,52,94,34,21,51,35,53,41,13,6,16,0,8,9,1,4,5,0,2,0,8,4,0,0,3,0,1,4
Dream_Light,1295,107,652,893.404908,1223,5699.36,7388.74,1,3.789939737,1.476304754,0.44042133,602,37,4,1,0,212,262,303,105,128,19,18,83,20,80,58,6,8,14,3,7,9,3,1,6,1,0,1,11,8,2,2,1,0,2,4
rupakown,1462,60,113,1038.938053,677,1329.36,1512.44,1,2.23897035,0.363211378,0.390410959,81,30,2,0,0,27,26,84,7,29,4,3,16,2,14,5,3,1,1,0,3,3,1,1,1,1,0,0,0,0,1,0,0,0,0,2
aurko96,1396,53,394,1056.852792,1367,2316.96,2392.3,1,1.563549947,0.667450598,0.459613197,229,86,46,3,2,65,106,210,38,60,24,15,35,12,50,31,26,17,9,9,1,5,3,9,8,1,0,1,11,7,1,0,1,0,1,2
aurko96,1396,53,394,1056.852792,1367,2316.96,2392.3,1,1.563549947,0.667450598,0.459613197,229,86,46,3,2,65,106,210,38,60,24,15,35,12,50,31,26,17,9,9,1,5,3,9,8,1,0,1,11,7,1,0,1,0,1,2
atiqonfire,1443,104,410,1146.341463,1387,3490.18,4705.64,1,1.745949706,0.41746843,0.558232932,241,84,66,15,1,196,163,137,108,84,40,48,57,43,46,31,15,11,30,11,22,12,8,5,15,4,4,3,7,0,0,2,2,0,0,3
YakinRubaiat,1382,52,593,1105.227656,1275,2843.38,2916.22,1,2.570634076,0.445146715,0.445086705,387,137,55,7,0,118,160,380,76,117,21,16,69,17,60,42,24,16,12,5,4,9,7,8,7,3,1,0,13,7,2,0,0,1,2,4
Riadh_Hasan159,1430,50,397,1061.460957,1279,5737.38,5737.38,1,2.818776181,0.788112371,0.477116705,279,87,24,1,0,137,168,192,65,82,25,12,49,22,39,28,8,7,15,1,6,7,4,2,3,1,0,0,9,3,0,0,1,1,1,4
bpr10ry,1430,83,270,1364.444444,1301,2188.34,2536.38,1,2.135404259,0.586969231,0.433962264,153,68,43,6,0,51,82,154,31,62,13,9,24,27,25,17,10,10,9,5,6,4,5,3,5,0,0,1,6,1,0,1,1,0,1,1
Peal_Mazumder,1397,95,664,1203.463855,1208,3269.3,5877.84,1,1.859162969,0.785728097,0.49622512,378,199,72,8,1,244,245,295,105,115,68,44,91,50,77,48,21,19,34,5,17,12,5,4,7,10,2,2,7,2,1,0,2,3,2,7
10_01,1618,142,466,1069.313305,706,1823.68,3929,2,2.49122807,0.541394496,0.417923691,285,120,53,1,0,187,186,175,83,70,33,26,60,21,39,28,15,16,19,2,10,3,3,9,9,2,1,1,6,0,0,2,0,1,0,5
factoradic,1494,65,530,1443.396226,563,3322.98,4501.72,1,1.692667519,0.762830321,0.399201597,236,128,122,35,8,206,186,230,82,111,64,41,62,40,55,52,19,12,43,14,20,12,6,5,6,2,3,0,9,1,1,2,3,1,2,4
Fagun,1462,190,2101,1142.931937,838,3514.56,5415.16,1,3.231279796,2.223916255,0.476358816,1065,605,345,20,2,816,775,780,411,395,208,171,286,163,221,199,102,98,105,52,68,56,26,40,42,19,11,4,37,23,5,4,5,5,3,17
tushar_cse,1592,50,176,1142.613636,391,1412.76,1412.76,1,2.336259065,0.190570453,0.381465517,92,61,20,0,1,52,46,124,19,32,12,3,23,7,16,6,9,6,3,3,3,3,2,3,4,2,0,0,3,1,1,0,0,1,1,3
Mehrab_Mahi,1380,71,359,1003.899721,751,2408.32,2671.26,1,1.965095718,0.353392639,0.345900094,255,81,15,0,0,91,110,215,28,71,12,8,35,14,46,16,5,6,6,2,1,3,0,3,4,0,1,1,4,2,1,0,0,0,0,1
Sajjad1603105,1664,171,1019,1302.845927,598,1582.48,4421.08,2,2.731659696,1.353437623,0.393666787,483,283,209,40,1,370,342,447,192,204,102,79,129,81,100,72,34,40,51,16,32,30,10,11,19,7,4,10,17,4,2,5,5,3,2,7
Aref111n,1368,90,1167,1063.581834,2687,4491.76,5238.26,1,2.657480315,1.976748847,0.502938707,716,355,61,5,1,445,457,443,212,228,125,86,152,83,112,102,40,53,49,12,38,21,11,12,22,7,3,4,21,10,3,6,3,1,1,15
ineffablekenobi,1489,125,433,1103.69515,1161,3146.66,4832.36,1,2.276737435,0.637069382,0.397810219,259,94,71,4,0,200,185,126,101,82,51,42,56,33,42,41,13,17,27,6,19,17,7,8,8,2,2,1,11,4,6,1,1,0,0,2
radoan.sharkar.richi,1288,119,593,1257.335582,913,4520.7,5451.5,1,2.835560336,1.237181347,0.384879725,468,93,12,0,2,238,217,250,103,96,38,36,88,29,73,41,8,9,19,2,25,14,2,2,12,5,2,2,8,6,1,0,0,1,2,5
sagor_das,1532,109,400,1118.25,587,1663.04,2574,1,2.239805929,0.456166582,0.614114114,221,117,46,4,2,108,136,198,43,58,22,12,43,19,40,27,15,19,8,5,8,3,3,3,2,1,1,1,4,1,1,1,0,0,1,0
tahmidarefin,1383,185,1391,1218.260244,987,3261.66,6044.8,1,3.064587563,1.831472527,0.427433125,847,350,171,21,0,612,590,515,314,287,149,118,204,111,144,113,38,42,75,16,65,40,10,14,35,12,2,7,23,3,5,3,5,1,0,10
sohel_sec,1491,131,752,1322.739362,1083,2138.12,3894.02,1,2.199216564,0.653854541,0.486705202,373,169,121,39,20,282,232,297,111,122,78,66,97,46,70,45,48,40,30,27,22,19,20,19,16,7,7,1,16,3,3,4,6,4,0,13
vigintuple,1373,76,398,1152.261307,932,2111.88,2548.88,1,2.301286904,0.785293997,0.402597403,275,89,26,3,2,79,117,252,39,86,10,11,28,14,48,25,14,12,6,3,2,2,4,7,6,0,0,0,10,3,2,0,0,0,2,1
ANONYMOUS_M,1376,179,1007,1332.671301,1919,3523.92,5649.86,1,3.549239921,1.714732874,0.381234414,627,241,124,11,0,408,416,415,207,204,95,58,137,58,105,90,25,22,40,4,23,26,9,6,22,5,2,1,20,4,3,5,2,1,2,11
tanjum,1438,201,955,1107.539267,496,2970.28,4581.02,1,4.055144586,1.218025173,0.49055666,576,236,120,4,1,417,388,358,230,199,101,80,131,66,103,78,19,24,51,11,44,31,7,6,23,9,1,1,21,6,4,4,1,5,0,12
Mh.Maruf,1503,192,1417,1311.150318,1086,2258.68,4817.4,1,3.219594562,1.479865014,0.530405405,598,295,304,100,29,489,494,489,243,255,196,154,171,117,132,114,69,64,81,45,53,45,21,22,35,23,10,8,26,7,6,5,6,10,1,17
Liakot_Ali,1405,69,589,963.1578947,1996,4274.74,5775.26,1,1.23581321,0.579392788,0.503378378,437,101,27,2,0,200,229,259,84,98,29,25,65,29,67,28,31,29,26,13,9,11,14,11,9,4,1,2,19,16,1,1,1,0,1,4
toufiqul97,1376,53,286,1036.013986,1080,2919.5,2951.22,1,2.556127404,0.952260505,0.425648022,234,44,1,1,0,52,65,205,16,73,9,4,27,5,38,15,4,5,2,1,0,1,1,1,4,1,0,0,1,1,0,0,0,0,1,1
nayeem_bd,1504,100,837,1129.271207,372,2987.28,5178.42,1,1.652958969,0.869987755,0.498229044,420,235,139,15,0,305,298,372,133,150,86,58,123,64,87,65,25,27,44,9,19,27,8,6,11,10,0,2,16,8,1,1,5,3,3,7
noiem,1469,98,512,1174.21875,1368,3361.24,4729.78,1,3.603309161,0.748416992,0.600907029,272,155,73,5,3,222,222,168,116,101,59,49,75,43,50,47,12,13,27,7,13,13,3,7,10,7,3,1,10,2,1,1,3,2,0,7
mahim.error,1426,101,304,965.4605263,1158,4570.98,6011.82,1,1.762642024,0.336233165,0.534602076,246,51,7,0,0,132,116,132,70,47,18,15,49,15,33,22,5,4,18,3,11,8,1,1,5,1,1,0,11,1,2,0,0,1,0,2
tetat,1440,167,1574,1270.775095,802,2940.14,5254.04,1,2.255786503,1.614256204,0.453303527,920,506,129,5,0,539,614,747,247,301,118,78,201,91,151,137,40,36,57,8,34,31,11,12,27,6,3,5,22,12,4,1,7,1,2,10
naeeem,1499,247,1027,1160.272639,584,1735.6,4221.66,1,4.328525618,1.324392422,0.430172069,503,253,177,27,6,373,350,410,157,155,82,55,132,64,99,70,33,37,38,13,13,21,12,13,16,9,3,3,17,5,2,3,2,3,1,9
Samiul_Mugdha,1373,54,615,1067.804878,742,5400.98,5595.78,1,1.351208111,0.575807507,0.604065828,377,169,58,1,0,211,242,282,87,111,50,33,75,38,61,59,10,9,17,3,18,13,5,0,6,0,1,1,17,7,5,2,1,1,6,7
Z_amu108,1413,90,414,1059.42029,1978,3633.26,5296.16,1,2.252006997,0.587420948,0.589909444,308,78,16,0,0,122,172,196,45,60,16,6,50,11,43,15,4,4,12,0,3,2,2,1,6,1,0,0,11,2,0,0,0,0,1,2
SharifHossen,1466,101,854,1233.138173,1141,3287.12,4923.34,1,2.098247133,1.039454217,0.471091001,497,195,150,10,0,408,346,327,169,181,67,76,150,96,82,99,15,12,60,4,27,23,3,7,8,5,1,0,10,2,2,4,5,0,2,7
Ariful_Efath,1682,65,136,1153.676471,111,769.72,1176.68,1,0.594878074,0.098732151,0.426380368,79,40,14,2,1,26,33,89,14,29,5,2,15,9,14,7,3,3,5,0,1,2,2,1,2,1,0,0,3,1,0,0,0,0,0,1
sifat_15,1658,151,799,1305.381727,653,1386.84,2714.96,2,2.146990093,0.596058143,0.421710855,358,214,176,36,10,241,255,362,109,153,72,46,86,46,74,68,42,32,25,28,18,18,9,18,14,2,2,2,20,2,1,0,2,0,3,5
obfuscated,1609,51,189,1438.624339,133,797.98,864.94,1,0.576917789,0.187397919,0.319940476,83,59,38,7,2,39,36,113,15,45,20,9,23,9,20,13,14,12,5,3,4,2,1,5,6,1,0,0,4,1,2,1,0,0,1,4
SAYMON_83,1391,76,1162,1079.345955,1404,4662.56,5643.48,1,1.882741536,1.362062784,0.536707706,718,325,103,5,2,442,471,484,215,223,92,61,151,75,108,127,39,32,40,13,30,25,5,12,21,5,1,4,20,7,2,5,3,0,4,12
Mahmuda.B,1303,83,1156,1317.820069,2175,6479.64,7235.74,1,1.873589165,1.756758611,0.56574327,741,318,82,8,0,533,477,423,273,232,106,97,186,105,118,109,30,29,69,16,63,46,10,13,37,7,4,6,26,7,4,4,4,1,2,10
Emdadul_Islam,1565,95,711,1073.980309,345,2200.6,4470.66,1,2.048563535,0.713230996,0.510877193,457,188,56,1,0,202,249,388,86,129,53,26,94,30,63,50,16,13,18,5,10,12,6,6,9,3,1,0,16,11,4,0,2,0,2,5
The__Tanvin,1379,51,396,1019.191919,1094,4985.74,5144.32,1,1.833158604,0.917360668,0.357333333,286,85,18,1,1,118,149,200,51,69,18,16,49,17,37,26,8,7,14,1,2,2,6,2,4,1,0,0,4,3,1,0,1,0,1,3
A.T_,1282,69,941,1111.370882,2960,6464.24,7031.32,1,2.432472132,1.379071944,0.543513081,638,220,59,9,0,426,381,327,206,182,74,77,148,79,113,94,20,21,53,11,36,20,5,7,24,5,1,5,19,8,1,2,0,0,1,7
B_a_k_a,1500,120,1392,1108.764368,412,3883.14,5072.8,1,3.351803599,1.812754159,0.523443223,822,169,269,53,8,518,557,463,275,267,189,120,160,119,137,144,54,54,73,34,56,48,21,25,38,18,13,13,25,9,6,5,6,5,2,12
imsnto,1492,104,908,1162.22467,576,2960.22,5181.1,1,3.653351223,1.927286117,0.548945376,594,174,100,9,0,375,329,340,181,170,93,81,137,81,98,72,37,29,53,17,41,25,14,14,23,7,5,5,18,12,4,1,3,1,1,7
S_A_425,1372,52,381,968.503937,2136,6597.78,6653.38,1,2.817261748,1.114012454,0.465454545,308,63,9,0,0,151,154,168,67,74,36,14,61,21,50,34,11,7,18,3,14,7,3,3,9,4,1,0,5,2,2,0,1,0,1,2
BaFay,1368,67,668,1084.431138,2276,5445.38,5785.06,1,1.976414676,1.035049158,0.602115541,501,122,35,2,0,243,277,275,126,137,54,27,86,42,59,51,9,8,19,4,21,17,3,5,13,6,1,3,11,7,5,1,1,1,1,5
roy,1399,94,502,1114.541833,867,2034.92,2412.08,1,2.831502981,1.177046298,0.409126672,306,139,53,2,0,105,130,326,61,98,22,19,48,20,46,31,23,18,11,9,4,6,4,6,7,2,1,1,12,3,1,1,1,0,2,2
mohibur,1406,128,728,1075.274725,1070,2359.06,4572.44,1,2.677798332,0.711701473,0.59166011,479,164,67,7,1,231,251,374,124,125,40,24,82,30,87,48,27,19,18,4,13,9,6,11,11,3,2,1,18,8,2,2,5,0,1,7
ZaiaF_Rahman,1371,101,1115,1231.838565,2048,4371.88,5517.22,1,4.112308084,2.079203258,0.45090489,513,435,164,2,0,423,468,438,200,218,124,81,160,101,109,150,40,29,56,15,44,50,4,16,19,9,3,5,29,3,3,4,4,1,2,8
Sakib62,1293,79,699,1249.213162,2708,5880,6750.38,1,2.460997076,0.869851612,0.659591195,452,196,35,2,0,250,278,299,120,143,49,42,87,36,77,75,16,12,21,2,21,16,2,6,11,4,1,3,12,11,2,1,2,0,3,5
arafat_kabir,1272,55,650,965.3846154,3112,9096.08,9288.74,1,3.556114317,1.60397445,0.468305304,591,46,0,0,0,225,263,278,113,112,35,20,92,23,83,42,2,1,17,2,18,9,1,3,18,2,0,0,7,11,2,0,2,0,2,2
whomping_willow21,1424,128,1224,1072.957516,1741,3253.02,4490.16,1,2.558300388,1.114439736,0.583175803,709,328,134,10,3,490,489,462,252,245,100,97,168,89,104,112,39,36,57,19,33,29,7,20,35,10,5,11,26,13,2,5,6,3,2,12
Baymax_34,1443,117,1130,998.9380531,812,3999.74,4621.3,1,2.301167793,1.450281508,0.484162896,779,207,76,4,0,464,447,407,249,212,77,73,155,56,105,80,23,25,44,14,35,25,7,8,25,4,0,2,20,2,4,4,2,0,1,11
Orpib,1417,75,184,1068.478261,907,2095.4,2492.26,1,1.517280135,0.266264014,0.468513854,125,47,10,2,0,33,55,117,28,45,12,4,11,7,15,16,5,5,0,1,2,3,2,0,3,0,0,0,4,1,0,0,1,0,0,1
Saidur_Raahmaan,1370,97,990,1156.868687,1622,5135.2,6412,1,4.923771084,1.691292569,0.477242598,648,233,92,5,1,363,410,434,177,197,94,52,125,57,101,83,34,38,42,9,30,28,10,15,15,4,2,6,20,3,5,3,3,0,0,10
samim_ahmed,1268,77,827,1039.419589,3334,5519.58,6071.84,1,3.19506678,1.318426434,0.630549285,572,172,67,5,0,395,358,292,207,164,53,72,129,77,94,77,17,19,46,8,45,32,6,6,22,7,3,5,20,4,1,1,2,1,2,7
Dipto_1205076,1495,54,175,1039.428571,885,2254.18,2418.08,1,1.387031658,0.172954502,0.441396509,125,39,10,1,0,38,57,104,22,38,6,3,18,2,24,17,1,3,0,2,2,2,1,1,9,0,0,0,4,2,0,0,0,0,0,0
Rayhan,1581,183,1027,1138.948393,498,1640.12,4039.8,1,3.335499169,0.887960414,0.464540495,610,239,111,16,3,265,333,536,126,170,62,45,104,43,102,63,35,30,21,18,9,19,10,17,12,2,1,2,17,10,1,0,1,0,1,7
Kheya_COU,1371,70,853,1138.218054,1336,4572.3,6228.92,1,2.375789573,0.808944859,0.635174419,516,203,113,18,0,305,332,419,135,150,80,45,106,53,97,62,20,16,39,11,16,14,8,7,16,4,2,2,14,7,2,3,4,1,2,10
AhnafShahrearKhan,1402,71,1015,1104.630542,2406,5709.06,7635.4,1,1.931206437,1.140295051,0.605542453,570,347,85,8,1,339,317,504,138,183,65,45,130,41,118,65,29,34,26,3,12,16,6,14,16,3,0,0,12,15,3,0,2,1,3,9
MasumBhuiyan,1692,98,866,1437.644342,232,1331.82,2814.92,2,1.172248804,0.933757455,0.412467976,370,180,233,45,26,277,282,345,130,156,103,77,99,62,78,68,59,58,40,33,30,28,18,21,8,8,11,6,14,6,4,1,5,2,1,8
refatm452,1378,179,1320,1270.984848,1281,2587.6,5134.74,1,3.020229775,1.307695284,0.419629292,572,375,323,34,1,483,492,539,226,247,182,122,188,118,125,130,76,71,77,43,42,39,17,23,19,17,12,4,21,3,5,4,4,3,0,8
deshchow.00,1459,121,405,1154.567901,682,2723,5652.4,1,2.849130495,0.633072689,0.501190476,223,132,38,10,0,153,154,195,73,80,45,33,56,25,36,23,9,8,19,2,8,7,3,1,7,3,4,1,3,0,0,0,0,1,0,2
NazmusSakib,1391,96,468,1011.752137,1080,2967.86,4570.1,1,2.234302185,0.609431439,0.552816901,344,97,21,1,0,143,161,264,47,82,29,14,56,23,51,32,13,10,12,1,5,10,4,5,4,0,0,1,4,2,1,0,0,0,1,4
MubtasimShahriar,1698,281,1336,1507.41018,188,1263.2,3279.8,2,4.825213601,1.245632233,0.522091062,566,315,362,90,2,583,524,449,282,255,190,135,192,124,117,109,87,107,69,49,52,47,18,32,24,15,13,11,34,0,7,7,9,2,1,17
ahsanul_ameen,1598,92,622,1393.086817,565,1665.24,2126.72,1,1.439804374,0.839378211,0.445544554,318,151,126,16,10,167,169,324,64,112,48,34,64,34,60,39,34,32,21,18,5,13,8,10,8,3,3,1,16,5,2,1,2,1,2,4
Mallika_,1676,141,1407,1243.994314,225,1684.42,3498.5,1,1.988784681,1.368225249,0.45448799,604,359,358,59,4,606,516,529,296,272,169,141,198,100,136,124,80,86,78,45,46,32,22,30,30,16,6,6,24,10,1,7,6,4,2,14
will_of_ken,1634,172,839,1159.237187,491,2163.34,3236.68,1,4.716456564,1.257385213,0.531812725,379,198,159,24,6,306,324,290,157,147,91,60,121,63,74,63,21,22,41,11,21,22,7,13,19,3,2,1,15,1,3,3,5,1,0,11
codeCell,1509,78,1251,1036.290967,648,3028.64,3934.26,1,4.341372913,1.239824559,0.599715775,947,219,78,3,0,350,429,690,141,234,78,37,151,74,134,94,13,12,30,5,13,23,4,2,11,2,1,0,25,5,4,2,4,0,2,8
darXtar,1430,96,798,1202.005013,1226,3411.28,5745.58,1,2.248298407,1.024215435,0.376319413,401,228,159,9,1,309,304,334,146,150,104,64,114,66,85,63,31,27,46,14,27,20,8,8,14,10,4,1,15,3,3,2,6,2,0,11
Pretest,1722,131,822,1401.216545,171,1159.86,2530.9,1,1.918044538,1.21616402,0.339350181,253,182,278,77,17,237,254,343,140,156,135,88,99,91,79,86,69,58,40,43,15,31,14,18,19,10,9,3,23,4,11,1,3,6,2,7
sadman15019,1442,99,964,1162.655602,533,3184.4,4529.94,1,1.726984742,1.017663881,0.450534138,445,303,194,7,1,453,374,334,224,186,119,96,169,109,95,90,41,43,74,22,37,25,10,15,21,9,7,2,22,1,3,5,5,3,0,8
Jahid,1786,141,913,1550.930997,190,530.42,1498.28,1,1.271815216,0.68157407,0.401925391,263,191,309,97,31,223,242,421,134,174,134,103,100,73,92,67,77,70,43,42,20,38,26,19,13,15,7,3,24,2,7,1,8,3,3,12
Polash_Islam,1452,141,1183,963.3136095,1589,4218.7,5865.56,1,4.251256281,1.922057103,0.513444302,781,243,62,8,0,483,457,419,252,216,82,84,171,65,128,122,17,14,55,9,45,29,7,4,34,6,2,4,22,18,1,2,1,1,2,10
Abu_Sakib,1492,98,268,1161.567164,831,1969.78,3189,1,2.925312494,0.653717754,0.417047184,144,86,37,1,0,96,109,122,34,35,12,13,26,12,24,20,6,7,7,0,4,3,1,1,2,1,0,0,4,0,0,0,0,0,0,2
maknunlakme,1613,98,432,1184.490741,94,1170.12,1685.96,2,2.410000683,0.788041317,0.396782842,193,106,90,20,1,103,109,215,57,79,50,24,42,23,46,38,23,23,10,11,7,14,5,10,7,2,1,1,10,2,3,1,0,0,1,3
Upgrading.....,1714,86,580,1594.827586,300,1492.2,2282.26,1,1.251235592,0.70047818,0.388696655,189,128,177,59,17,196,186,234,73,88,82,39,63,50,50,49,35,34,19,16,22,26,6,11,5,7,8,4,12,4,3,2,5,3,0,6
Exotic,1550,94,917,1244.274809,1271,2680.44,4069.46,1,3.11982852,0.755136494,0.593623188,488,193,148,30,10,266,300,378,106,169,73,89,111,56,78,59,69,55,35,27,15,19,27,21,15,4,3,2,15,15,3,1,3,0,3,7
Zahid_Hasan_Sahin,1558,162,1195,1130.543933,449,2454.34,4161.66,1,3.94074024,1.415013229,0.465990229,722,250,188,16,3,459,459,497,235,223,114,90,170,75,129,112,27,35,56,17,40,34,7,12,18,8,5,10,20,9,4,3,2,2,2,9
return_toSleep,1422,220,1412,1109.985836,1044,3133.8,4809.58,1,5.536815981,2.076912456,0.419760137,882,328,170,10,0,578,496,580,270,272,103,119,212,108,147,117,73,64,77,26,30,28,15,34,27,6,3,2,28,7,4,1,2,2,1,10
fahmid07,1372,111,528,1007.575758,1050,4082.32,5359.1,1,2.256081639,0.664581905,0.515384615,361,123,26,2,0,229,213,197,107,97,41,35,66,30,55,41,13,11,25,2,18,10,4,3,7,4,2,1,12,5,1,1,1,0,0,5
Albin,1466,154,775,971.0967742,806,2793.5,4122.34,1,3.892130966,0.99354829,0.657917019,582,117,44,11,2,320,293,299,150,145,57,66,105,39,80,61,20,13,31,7,31,17,4,6,12,7,2,3,17,3,4,2,2,1,0,8
Taher_Irfan368,1491,54,1032,1191.569767,306,2562.58,2856.08,1,1.187780041,1.547186939,0.496738117,514,292,203,14,2,366,412,428,182,186,121,69,127,73,96,88,41,38,40,17,27,29,12,18,18,6,6,4,23,9,3,0,5,3,0,8
Jerry_Mouse,1529,215,1974,1516.869301,319,2044.18,5780.24,1,3.573400328,1.72078271,0.609254499,650,411,568,272,72,846,625,666,328,354,412,277,323,243,217,145,184,177,154,121,86,92,53,59,26,23,23,12,15,5,18,8,15,5,4,20
dayamoydatta96,1555,70,231,1315.151515,421,1831.64,2237.78,1,1.238953281,0.385842839,0.374617737,109,59,45,12,4,52,73,108,36,54,20,15,27,16,19,26,14,11,10,4,6,10,4,4,3,2,1,0,7,2,2,0,0,1,0,2
Belal_CSEIU,1405,208,844,1147.156398,631,1730.18,3160.98,2,3.240009736,0.840882003,0.360159363,529,217,81,7,0,196,270,491,92,159,48,35,100,35,97,62,17,15,18,3,8,13,6,6,9,3,2,1,12,5,0,0,0,0,2,5
SamiulSourav,1577,198,1176,1092.261905,591,1690.9,4340.58,1,2.02596406,0.965600545,0.416554054,798,277,86,3,1,337,403,638,164,216,61,39,125,50,132,78,13,13,34,5,21,27,3,6,15,3,0,1,28,19,2,3,1,0,4,5
negativeDelta,1492,73,727,1222.283356,773,3152.96,3910.08,1,3.903815802,2.93282752,0.448032883,349,174,167,13,5,326,299,211,183,158,91,82,108,92,79,73,27,30,59,22,48,36,8,13,29,7,4,6,20,3,1,2,2,2,1,2
_ArUp_,1447,200,1090,1070.275229,1353,2944.44,4643.26,1,3.06555824,1.052553655,0.472421053,719,207,113,20,2,472,465,374,241,194,87,72,141,66,111,87,27,25,57,11,34,20,5,14,27,8,1,2,20,5,2,3,4,3,1,8
AnisParvez,1533,124,800,1122.25,346,1622.4,2498.64,1,1.820935248,0.875224124,0.432163436,459,207,99,12,1,208,214,456,80,137,48,36,101,33,91,44,29,22,23,8,11,11,4,7,8,5,1,0,12,3,0,1,1,0,3,3
the_belal,1577,267,809,1159.703337,263,1328.04,4125.32,1,4.546131744,0.735660531,0.446210917,418,229,123,13,0,288,308,328,118,160,75,37,88,51,80,63,22,25,32,6,13,14,6,4,16,7,3,2,18,2,1,2,3,4,0,7
alamkhan,1911,236,1427,1214.365802,138,718.52,1938.04,2,3.193599769,1.033801039,0.591410559,702,301,272,70,14,530,527,525,271,269,185,121,203,109,141,106,50,57,73,36,48,46,19,20,21,18,14,10,20,7,6,8,7,8,0,21
Anup_Ghosh,1373,125,841,968.9655172,666,5867.56,7011.94,1,2.286004572,0.757030556,0.633699634,671,121,29,1,1,350,351,335,162,158,58,44,115,45,102,69,11,8,38,5,20,16,4,3,24,2,1,2,22,10,1,1,2,1,1,4
F_O_R_H_A_D__15,1403,163,972,1136.522634,707,3149.32,5860.72,1,3.402881644,1.581212437,0.401581028,603,237,119,5,3,416,406,390,208,186,91,67,135,58,105,76,24,23,41,6,30,23,6,10,18,6,3,3,16,2,4,4,2,1,0,12
Asif_Mohammad,1469,59,660,1176.515152,672,2221.88,2408.68,1,2.466397654,0.753981768,0.571428571,418,143,83,3,0,171,196,374,70,118,26,32,81,24,66,40,20,22,18,5,9,9,6,7,5,4,0,1,15,3,1,1,0,0,0,5
Jinia_yesmin,1390,58,398,900.7537688,2047,4203.98,4407.94,1,3.936651584,0.449587975,0.62,340,41,3,0,0,83,168,211,24,61,7,9,38,12,42,22,4,3,3,0,2,5,1,2,5,1,0,0,6,2,1,0,3,0,0,2
toufique_husein,1360,229,1679,1137.87969,1112,4012.22,6060.48,1,5.725049697,2.045725483,0.507918226,976,587,103,2,0,765,669,646,369,326,151,137,256,124,179,149,49,47,83,19,60,45,6,30,40,10,1,3,34,11,4,6,9,1,3,11
sajeedreefy,1385,104,874,1079.405034,1219,4355.44,4897.26,1,3.107569721,1.17710993,0.584977721,567,239,48,0,1,320,322,378,164,168,64,52,124,57,91,74,18,19,35,3,33,26,2,9,12,5,2,3,20,6,4,3,2,0,1,6
Mostafiz,1536,71,374,1381.818182,371,1265.62,1576.44,1,1.332097015,0.547579146,0.417835671,187,93,78,12,3,106,106,200,42,60,41,30,51,27,36,38,11,7,16,7,7,17,4,3,4,3,1,0,7,4,1,0,0,1,2,3
Nahid,1584,203,839,1156.376639,365,2034.32,4035.86,1,4.120549181,1.408012277,0.37388724,444,182,166,15,1,348,340,302,164,159,98,62,105,68,77,77,26,17,44,11,32,21,8,6,11,10,3,8,15,2,2,3,2,4,0,9
Heisenberg_71,1556,226,2289,1331.280035,541,1933.94,3623.3,1,3.661003221,2.334484554,0.479626317,947,584,673,76,1,992,907,790,518,451,306,241,334,226,212,218,112,117,158,61,103,99,31,46,53,23,16,25,49,3,15,10,9,3,1,25
MASUDUR_RAHMAN,1702,125,632,1287.816456,155,888.86,1909.8,2,1.559303338,0.538373799,0.509578544,300,154,148,22,4,144,161,345,87,110,55,45,68,48,83,25,25,28,19,14,14,18,5,7,11,9,2,3,15,6,1,0,1,1,3,2
tomb_raid3r,1551,59,436,1190.137615,500,1645.24,1840.74,1,1.793193211,0.987175238,0.397905759,223,106,73,14,4,103,110,247,47,84,49,22,55,28,53,37,17,16,22,8,4,10,5,2,6,4,0,1,10,2,0,0,0,1,1,5
abir_075,1635,207,931,1134.693878,486,1437.24,4240.72,1,2.674514589,0.832300792,0.45,506,213,143,25,18,306,294,405,147,163,80,82,118,59,98,66,56,48,37,35,18,16,12,25,15,2,7,3,12,7,3,1,2,0,1,8
Desolation,1408,70,139,1040.28777,572,1819.74,2235.76,1,1.690844891,0.159207972,0.393854749,100,33,6,0,0,34,47,93,21,20,6,5,22,6,15,8,3,3,2,1,2,4,0,4,3,0,0,1,4,0,1,0,0,0,1,2
